2026-03-18 20:34:31 | INFO | P2 | === RUN START ===
2026-03-22 14:57:27 | INFO | P2 | OUTPUT_FILE = artifacts\anomalies_shelhamer.csv
2026-03-22 14:57:27 | INFO | P2 | ARTIFACTS_DIR = artifacts
2026-03-22 14:57:49 | INFO | P2 | === RUN START ===
2026-03-22 14:57:49 | INFO | P2 | project=CINTEL
2026-03-22 14:57:49 | INFO | P2 | repo_dir=cintel-02-static-anomalies
2026-03-22 14:57:49 | INFO | P2 | python=3.14.3
2026-03-22 14:57:49 | INFO | P2 | os=Windows 10
2026-03-22 14:57:49 | INFO | P2 | shell=powershell
2026-03-22 14:57:49 | INFO | P2 | cwd=.
2026-03-22 14:57:49 | INFO | P2 | github_actions=False
2026-03-22 14:57:49 | INFO | P2 | ========================
2026-03-22 14:57:49 | INFO | P2 | START main()
2026-03-22 14:57:49 | INFO | P2 | ========================
2026-03-22 14:57:49 | INFO | P2 | ROOT_DIR = .
2026-03-22 14:57:49 | INFO | P2 | DATA_FILE = data\clinic_data_case.csv
2026-03-22 14:57:49 | INFO | P2 | OUTPUT_FILE = artifacts\anomalies_case.csv
2026-03-22 14:57:49 | INFO | P2 | ARTIFACTS_DIR = artifacts
2026-03-22 14:57:49 | INFO | P2 | Loaded 22 patient records
2026-03-22 14:57:49 | INFO | P2 | Studying children's ages and heights to find anomalies...
2026-03-22 14:57:49 | INFO | P2 | MAX_REASONABLE_X_VALUE: 17.0 in years
2026-03-22 14:57:49 | INFO | P2 | MAX_REASONABLE_Y_VALUE: 72.0 in inches
2026-03-22 14:57:49 | INFO | P2 | Count of anomalies found: 3
2026-03-22 14:57:49 | INFO | P2 | Wrote anomalies file: C:\Repos\cintel-02-static-anomalies\artifacts\anomalies_case.csv
2026-03-22 14:57:49 | INFO | P2 | ========================
2026-03-22 14:57:49 | INFO | P2 | Pipeline executed successfully!
2026-03-22 14:57:49 | INFO | P2 | ========================
2026-03-22 14:57:49 | INFO | P2 | END main()
2026-03-22 15:07:19 | INFO | P2 | === RUN START ===
2026-03-22 15:07:19 | INFO | P2 | project=CINTEL
2026-03-22 15:07:19 | INFO | P2 | repo_dir=cintel-02-static-anomalies
2026-03-22 15:07:19 | INFO | P2 | python=3.14.3
2026-03-22 15:07:19 | INFO | P2 | os=Windows 10
2026-03-22 15:07:19 | INFO | P2 | shell=powershell
2026-03-22 15:07:19 | INFO | P2 | cwd=.
2026-03-22 15:07:19 | INFO | P2 | github_actions=False
2026-03-22 15:07:19 | INFO | P2 | ========================
2026-03-22 15:07:19 | INFO | P2 | START main()
2026-03-22 15:07:19 | INFO | P2 | ========================
2026-03-22 15:07:19 | INFO | P2 | ROOT_DIR = .
2026-03-22 15:07:19 | INFO | P2 | DATA_FILE = data\clinic_data_case.csv
2026-03-22 15:07:19 | INFO | P2 | OUTPUT_FILE = artifacts\anomalies_case.csv
2026-03-22 15:07:19 | INFO | P2 | ARTIFACTS_DIR = artifacts
2026-03-22 15:07:19 | INFO | P2 | Loaded 22 patient records
2026-03-22 15:07:19 | INFO | P2 | Studying children's ages and heights to find anomalies...
2026-03-22 15:07:19 | INFO | P2 | MAX_REASONABLE_X_VALUE: 16.0 in years
2026-03-22 15:07:19 | INFO | P2 | MAX_REASONABLE_Y_VALUE: 72.0 in inches
2026-03-22 15:07:19 | INFO | P2 | Count of anomalies found: 3
2026-03-22 15:07:19 | INFO | P2 | Wrote anomalies file: C:\Repos\cintel-02-static-anomalies\artifacts\anomalies_case.csv
2026-03-22 15:07:19 | INFO | P2 | ========================
2026-03-22 15:07:19 | INFO | P2 | Pipeline executed successfully!
2026-03-22 15:07:19 | INFO | P2 | ========================
2026-03-22 15:07:19 | INFO | P2 | END main()
2026-03-22 15:08:47 | INFO | P2 | === RUN START ===
2026-03-22 15:08:47 | INFO | P2 | project=CINTEL
2026-03-22 15:08:47 | INFO | P2 | repo_dir=cintel-02-static-anomalies
2026-03-22 15:08:47 | INFO | P2 | python=3.14.3
2026-03-22 15:08:47 | INFO | P2 | os=Windows 10
2026-03-22 15:08:47 | INFO | P2 | shell=powershell
2026-03-22 15:08:47 | INFO | P2 | cwd=.
2026-03-22 15:08:47 | INFO | P2 | github_actions=False
2026-03-22 15:08:47 | INFO | P2 | ========================
2026-03-22 15:08:47 | INFO | P2 | START main()
2026-03-22 15:08:47 | INFO | P2 | ========================
2026-03-22 15:08:47 | INFO | P2 | ROOT_DIR = .
2026-03-22 15:08:47 | INFO | P2 | DATA_FILE = data\clinic_data_case.csv
2026-03-22 15:08:47 | INFO | P2 | OUTPUT_FILE = artifacts\anomalies_case.csv
2026-03-22 15:08:47 | INFO | P2 | ARTIFACTS_DIR = artifacts
2026-03-22 15:08:47 | INFO | P2 | Loaded 22 patient records
2026-03-22 15:08:47 | INFO | P2 | Studying children's ages and heights to find anomalies...
2026-03-22 15:08:47 | INFO | P2 | MAX_REASONABLE_X_VALUE: 16.0 in years
2026-03-22 15:08:47 | INFO | P2 | MAX_REASONABLE_Y_VALUE: 72.0 in inches
2026-03-22 15:08:47 | INFO | P2 | Count of anomalies found: 3
2026-03-22 15:08:47 | INFO | P2 | shape: (3, 2)
┌───────────┬───────────────┐
│ age_years ┆ height_inches │
│ ---       ┆ ---           │
│ i64       ┆ i64           │
╞═══════════╪═══════════════╡
│ 12        ┆ 95            │
│ 10        ┆ 72            │
│ 120       ┆ 66            │
└───────────┴───────────────┘
2026-03-22 15:08:47 | INFO | P2 | Wrote anomalies file: C:\Repos\cintel-02-static-anomalies\artifacts\anomalies_case.csv
2026-03-22 15:08:47 | INFO | P2 | ========================
2026-03-22 15:08:47 | INFO | P2 | Pipeline executed successfully!
2026-03-22 15:08:47 | INFO | P2 | ========================
2026-03-22 15:08:47 | INFO | P2 | END main()
2026-03-22 15:25:34 | INFO | P2 | === RUN START ===
2026-03-22 15:25:34 | INFO | P2 | project=CINTEL
2026-03-22 15:25:34 | INFO | P2 | repo_dir=cintel-02-static-anomalies
2026-03-22 15:25:34 | INFO | P2 | python=3.14.3
2026-03-22 15:25:34 | INFO | P2 | os=Windows 10
2026-03-22 15:25:34 | INFO | P2 | shell=powershell
2026-03-22 15:25:34 | INFO | P2 | cwd=.
2026-03-22 15:25:34 | INFO | P2 | github_actions=False
2026-03-22 15:25:34 | INFO | P2 | ========================
2026-03-22 15:25:34 | INFO | P2 | START main()
2026-03-22 15:25:34 | INFO | P2 | ========================
2026-03-22 15:25:34 | INFO | P2 | ROOT_DIR = .
2026-03-22 15:25:34 | INFO | P2 | DATA_FILE = data\clinic_data_shelhamer.csv
2026-03-22 15:25:34 | INFO | P2 | OUTPUT_FILE = artifacts\anomalies_shelhamer.csv
2026-03-22 15:25:34 | INFO | P2 | ARTIFACTS_DIR = artifacts
2026-03-22 15:25:34 | INFO | P2 | Loaded 24 patient records
2026-03-22 15:25:34 | INFO | P2 | Studying adults' ages and heights to find anomalies...
2026-03-22 15:25:34 | INFO | P2 | MIN_REASONABLE_X_VALUE: 18.0 in years
2026-03-22 15:25:34 | INFO | P2 | MIN_REASONABLE_Y_VALUE: 60.0 in inches
2026-03-22 15:25:34 | INFO | P2 | Count of anomalies found: 0
2026-03-22 15:25:34 | INFO | P2 | shape: (0, 2)
┌───────────┬───────────────┐
│ age_years ┆ height_inches │
│ ---       ┆ ---           │
│ i64       ┆ i64           │
╞═══════════╪═══════════════╡
└───────────┴───────────────┘
2026-03-22 15:25:34 | INFO | P2 | Wrote anomalies file: C:\Repos\cintel-02-static-anomalies\artifacts\anomalies_shelhamer.csv
2026-03-22 15:25:34 | INFO | P2 | ========================
2026-03-22 15:25:34 | INFO | P2 | Pipeline executed successfully!
2026-03-22 15:25:34 | INFO | P2 | ========================
2026-03-22 15:25:34 | INFO | P2 | END main()
